Campaign_ID,Send_Date,Emails_Sent,Emails_Delivered,Unique_Opens,Open_Rate,Total_Clicks,Unique_Clicks,Click_Rate,CTR,Bounces,Bounce_Rate,Unsubscribes,Unsubscribe_Rate,Spam_Complaints,Spam_Rate,Conversions,Conversion_Rate,Revenue,Revenue_Per_Recipient,Audience_ID,Platform
CAM0136,11-12-2024,4193,4119,1077,26.15,502,221,5.37,12.19,74,1.7648,52,1.2624,1,0.0243,22,0.5341,180.84,0.043904,AUD0121,Salesforce
CAM0084,05-05-2024,23351,19541,3258,16.67,260,171,0.88,1.33,3810,16.3162,387,1.9805,51,0.261,810,4.1451,14532.66,0.743701,AUD0085,Mailchimp
CAM0084,21-03-2024,80612,63481,26613,41.92,3844,3032,4.78,6.06,17131,21.2512,534,0.8412,270,0.4253,1176,1.8525,16807.26,0.26476,AUD0112,Mailchimp
CAM0262,17-04-2024,65347,60657,31311,51.62,3985,1871,3.08,6.57,4690,7.1771,315,0.5193,341,0.5622,395,0.6512,6669.05,0.109947,AUD0067,Salesforce
CAM0049,02-07-2024,42655,33961,13690,40.31,4007,2475,7.29,11.8,8694,20.3821,973,2.8651,470,1.3839,123,0.3622,726,0.021377,AUD0017,Klaviyo
CAM0202,21-09-2024,15757,12385,5693,45.97,934,718,5.8,7.54,3372,21.4,148,1.195,48,0.3876,535,4.3197,4512.21,0.364329,AUD0004,Salesforce
CAM0233,17-09-2024,24529,20068,2420,12.06,1668,1045,5.21,8.31,4461,18.1866,95,0.4734,88,0.4385,84,0.4186,1499.94,0.074743,AUD0097,Sendgrid
CAM0265,03-07-2024,85131,78728,13355,16.96,2354,1139,1.45,2.99,6403,7.5213,1483,1.8837,49,0.0622,344,0.4369,3699.34,0.046989,AUD0233,HubSpot
CAM0074,02-10-2024,13504,12529,2403,19.18,814,627,5,6.5,975,7.2201,153,1.2212,130,1.0376,282,2.2508,5278.44,0.421298,AUD0246,Salesforce
CAM0010,26-01-2024,20350,19281,1861,9.65,1835,710,3.68,9.52,1069,5.2531,231,1.1981,232,1.2033,722,3.7446,1347.63,0.069894,AUD0183,Mailchimp
CAM0043,26-11-2024,12309,10121,5853,57.83,623,611,6.04,6.16,2188,17.7756,143,1.4129,92,0.909,190,1.8773,449.86,0.044448,AUD0042,Mailchimp
CAM0225,26-08-2024,32402,26224,15125,57.68,1570,1533,5.85,5.99,6178,19.0667,630,2.4024,87,0.3318,133,0.5072,557.99,0.021278,AUD0099,Klaviyo
CAM0136,16-03-2024,5036,4636,784,16.91,90,64,1.38,1.94,400,7.9428,113,2.4374,39,0.8412,29,0.6255,281.76,0.060777,AUD0118,Salesforce
CAM0253,29-08-2024,10405,9581,3235,33.76,226,216,2.25,2.36,824,7.9193,237,2.4736,46,0.4801,410,4.2793,6388.92,0.666832,AUD0062,Salesforce
CAM0295,16-07-2024,12681,11002,1520,13.82,1225,573,5.21,11.13,1679,13.2403,183,1.6633,163,1.4815,218,1.9815,3655.33,0.332242,AUD0076,HubSpot
CAM0201,16-09-2024,15402,12864,2667,20.73,384,130,1.01,2.99,2538,16.4784,319,2.4798,146,1.135,333,2.5886,5273.76,0.409963,AUD0090,Klaviyo
CAM0086,07-01-2024,4817,3947,611,15.48,270,262,6.64,6.84,870,18.061,41,1.0388,13,0.3294,22,0.5574,335.04,0.084885,AUD0084,Salesforce
CAM0274,05-09-2024,19101,18818,10447,55.52,1324,1281,6.81,7.04,283,1.4816,160,0.8502,209,1.1106,94,0.4995,1591.43,0.08457,AUD0239,Mailchimp
CAM0023,16-07-2024,24131,20772,1905,9.17,2640,1434,6.9,12.71,3359,13.9199,393,1.892,99,0.4766,499,2.4023,1519.82,0.073167,AUD0159,HubSpot
CAM0133,16-03-2024,54105,43119,13889,32.21,8704,3567,8.27,20.19,10986,20.305,52,0.1206,627,1.4541,155,0.3595,2942.89,0.06825,AUD0039,HubSpot
CAM0143,19-03-2024,108917,101160,38831,38.39,6839,3876,3.83,6.76,7757,7.1219,442,0.4369,170,0.1681,607,0.6,4087.26,0.040404,AUD0216,Salesforce
CAM0257,30-09-2024,70888,64154,33207,51.76,2531,1361,2.12,3.95,6734,9.4995,1699,2.6483,955,1.4886,2372,3.6974,35067.37,0.546612,AUD0239,Sendgrid
CAM0045,15-11-2024,35618,34558,7352,21.27,5159,1998,5.78,14.93,1060,2.976,943,2.7287,267,0.7726,169,0.489,789.39,0.022842,AUD0081,HubSpot
CAM0106,02-01-2024,50224,49963,27583,55.21,4036,2624,5.25,8.08,261,0.5197,697,1.395,22,0.044,318,0.6365,2877.03,0.057583,AUD0106,Mailchimp
CAM0248,16-02-2024,86660,77981,9830,12.61,9801,4572,5.86,12.57,8679,10.015,1167,1.4965,727,0.9323,433,0.5553,940.56,0.012061,AUD0218,Mailchimp
CAM0133,02-12-2024,20211,15954,4625,28.99,3023,1196,7.5,18.95,4257,21.0628,447,2.8018,184,1.1533,115,0.7208,509.59,0.031941,AUD0105,HubSpot
CAM0204,23-08-2024,80182,79125,32059,40.52,17124,6661,8.42,21.64,1057,1.3183,2326,2.9397,336,0.4246,1998,2.5251,18026.76,0.227826,AUD0219,Sendgrid
CAM0037,23-05-2024,15214,14956,1500,10.03,431,298,1.99,2.88,258,1.6958,433,2.8952,92,0.6151,63,0.4212,261.83,0.017507,AUD0226,Salesforce
CAM0207,12-12-2024,94139,90747,15195,16.74,12665,9056,9.98,13.96,3392,3.6032,1991,2.194,937,1.0325,575,0.6336,9999.99,0.110196,AUD0015,Sendgrid
CAM0216,25-08-2024,47591,46357,3744,8.08,1648,1148,2.48,3.56,1234,2.5929,106,0.2287,17,0.0367,1484,3.2012,7937.92,0.171235,AUD0089,Mailchimp
CAM0248,11-11-2024,19616,18437,11005,59.69,1938,886,4.81,10.51,1179,6.0104,342,1.855,2,0.0108,98,0.5315,1516.87,0.082273,AUD0081,Mailchimp
CAM0271,02-01-2024,74965,74578,10671,14.31,3157,1216,1.63,4.23,387,0.5162,88,0.118,1068,1.4321,3054,4.095,24424.12,0.327498,AUD0176,Klaviyo
CAM0216,07-08-2024,10785,8765,1772,20.22,861,614,7.01,9.82,2020,18.7297,122,1.3919,109,1.2436,317,3.6167,6000.46,0.684593,AUD0153,Mailchimp
CAM0238,26-08-2024,9956,9321,4332,46.48,1053,593,6.36,11.3,635,6.3781,153,1.6415,102,1.0943,40,0.4291,791.41,0.084906,AUD0046,Sendgrid
CAM0065,06-01-2024,1173,1152,611,53.04,127,65,5.64,11.02,21,1.7903,9,0.7812,4,0.3472,22,1.9097,406.26,0.352656,AUD0220,HubSpot
CAM0085,06-05-2024,107446,103239,39905,38.65,4654,3236,3.13,4.51,4207,3.9155,1375,1.3319,1379,1.3357,3873,3.7515,20388.29,0.197486,AUD0015,Mailchimp
CAM0081,30-03-2024,58914,46997,6108,13,6831,4174,8.88,14.53,11917,20.2278,941,2.0023,393,0.8362,219,0.466,1216.15,0.025877,AUD0016,Salesforce
CAM0232,30-06-2024,33349,27026,10219,37.81,2861,2201,8.14,10.59,6323,18.9601,28,0.1036,258,0.9546,1073,3.9703,14444.99,0.534485,AUD0116,Klaviyo
CAM0016,18-04-2024,4983,4275,1062,24.84,215,118,2.76,5.03,708,14.2083,5,0.117,20,0.4678,30,0.7018,370.22,0.086601,AUD0068,Sendgrid
CAM0062,14-06-2024,16909,14219,7722,54.31,795,440,3.09,5.59,2690,15.9087,192,1.3503,153,1.076,48,0.3376,539.3,0.037928,AUD0041,HubSpot
CAM0295,17-02-2024,35495,34411,15654,45.49,6803,2820,8.2,19.77,1084,3.054,564,1.639,50,0.1453,1090,3.1676,20113.43,0.584506,AUD0245,HubSpot
CAM0188,11-07-2024,29662,26410,10304,39.02,6037,2056,7.78,22.86,3252,10.9635,129,0.4885,353,1.3366,95,0.3597,1030.95,0.039036,AUD0101,Mailchimp
CAM0096,23-04-2024,16910,16415,5554,33.83,3247,1156,7.04,19.78,495,2.9273,234,1.4255,194,1.1818,454,2.7658,8822.72,0.537479,AUD0084,HubSpot
CAM0134,03-11-2024,54447,46115,26494,57.45,3601,1204,2.61,7.81,8332,15.303,46,0.0998,207,0.4489,1028,2.2292,2412.38,0.052312,AUD0159,Sendgrid
CAM0261,11-03-2024,25783,23215,3541,15.25,2018,1662,7.16,8.69,2568,9.9601,91,0.392,147,0.6332,76,0.3274,299.85,0.012916,AUD0133,Mailchimp
CAM0034,22-10-2024,41889,41450,10772,25.99,645,277,0.67,1.56,439,1.048,1111,2.6803,74,0.1785,130,0.3136,1242.88,0.029985,AUD0009,Mailchimp
CAM0146,30-04-2024,23161,19156,4167,21.75,928,838,4.37,4.84,4005,17.292,81,0.4228,71,0.3706,418,2.1821,915.41,0.047787,AUD0140,Klaviyo
CAM0066,09-03-2024,12261,11470,5364,46.77,735,248,2.16,6.41,791,6.4513,48,0.4185,126,1.0985,82,0.7149,724.12,0.063132,AUD0250,HubSpot
CAM0111,03-07-2024,11996,9587,913,9.52,2519,871,9.09,26.28,2409,20.0817,207,2.1592,2,0.0209,60,0.6258,539.21,0.056244,AUD0049,HubSpot
CAM0071,24-08-2024,43111,35706,17986,50.37,9048,3201,8.96,25.34,7405,17.1766,811,2.2713,169,0.4733,1342,3.7585,26071.81,0.73018,AUD0178,Mailchimp
CAM0034,13-10-2024,10509,9677,5271,54.47,1740,947,9.79,17.98,832,7.917,67,0.6924,92,0.9507,45,0.465,870.51,0.089957,AUD0221,Mailchimp
CAM0269,28-12-2024,7517,6868,1738,25.31,75,38,0.55,1.09,649,8.6338,154,2.2423,64,0.9319,161,2.3442,2378.27,0.346283,AUD0119,Mailchimp
CAM0160,19-05-2024,64963,62478,13428,21.49,6978,2388,3.82,11.17,2485,3.8253,184,0.2945,936,1.4981,337,0.5394,1240.85,0.019861,AUD0029,Salesforce
CAM0159,07-09-2024,42161,39746,18669,46.97,1294,675,1.7,3.26,2415,5.728,1136,2.8581,237,0.5963,1774,4.4633,18508.26,0.465663,AUD0022,Mailchimp
CAM0059,02-04-2024,56028,48740,24409,50.08,13093,4572,9.38,26.86,7288,13.0078,1150,2.3595,696,1.428,333,0.6832,1959.11,0.040195,AUD0006,Klaviyo
CAM0139,16-01-2024,10538,10386,4186,40.3,1458,487,4.69,14.04,152,1.4424,266,2.5611,69,0.6644,71,0.6836,408.71,0.039352,AUD0118,Salesforce
CAM0142,07-10-2024,20932,17647,5697,32.28,294,223,1.26,1.67,3285,15.6937,40,0.2267,56,0.3173,54,0.306,461.66,0.026161,AUD0094,Klaviyo
CAM0226,17-06-2024,61622,49507,17096,34.53,5115,2601,5.25,10.33,12115,19.6602,464,0.9372,112,0.2262,1205,2.434,20906.56,0.422295,AUD0014,Salesforce
CAM0149,05-08-2024,27956,23654,5671,23.97,2626,1060,4.48,11.1,4302,15.3885,275,1.1626,56,0.2367,82,0.3467,179.92,0.007606,AUD0039,Salesforce
CAM0091,25-04-2024,104129,95486,49519,51.86,14916,5961,6.24,15.62,8643,8.3003,508,0.532,374,0.3917,3744,3.921,3127.15,0.03275,AUD0080,HubSpot
CAM0092,09-02-2024,52885,48753,10907,22.37,4097,1554,3.19,8.4,4132,7.8132,1126,2.3096,78,0.16,302,0.6194,3054.62,0.062655,AUD0056,HubSpot
CAM0267,20-03-2024,26133,23455,2855,12.17,665,444,1.89,2.84,2678,10.2476,604,2.5751,152,0.648,616,2.6263,4360.41,0.185905,AUD0189,HubSpot
CAM0042,22-01-2024,77407,73507,25009,34.02,16720,6400,8.71,22.75,3900,5.0383,1606,2.1848,585,0.7958,312,0.4244,5031.54,0.06845,AUD0034,HubSpot
CAM0194,16-08-2024,9295,7296,2120,29.06,550,216,2.96,7.54,1999,21.5062,78,1.0691,11,0.1508,151,2.0696,204.3,0.028002,AUD0025,Salesforce
CAM0005,02-07-2024,12441,10134,5438,53.66,809,350,3.45,7.98,2307,18.5435,88,0.8684,122,1.2039,233,2.2992,4038.4,0.3985,AUD0052,Sendgrid
CAM0242,30-10-2024,8263,7703,820,10.65,1407,485,6.3,18.27,560,6.7772,100,1.2982,95,1.2333,188,2.4406,615.59,0.079916,AUD0006,Sendgrid
CAM0052,02-12-2024,94023,88094,47006,53.36,10894,3662,4.16,12.37,5929,6.3059,570,0.647,90,0.1022,3247,3.6858,8273.92,0.093921,AUD0037,Klaviyo
CAM0193,05-01-2024,59052,53053,20582,38.8,9654,3311,6.24,18.2,5999,10.1588,152,0.2865,643,1.212,1001,1.8868,758.28,0.014293,AUD0195,HubSpot
CAM0298,16-12-2024,39535,38648,12634,32.69,753,621,1.61,1.95,887,2.2436,805,2.0829,434,1.123,218,0.5641,2092.66,0.054147,AUD0175,Mailchimp
CAM0288,02-04-2024,18678,16235,7889,48.59,549,243,1.5,3.38,2443,13.0796,193,1.1888,225,1.3859,104,0.6406,1958.13,0.120612,AUD0165,Klaviyo
CAM0067,29-10-2024,513,479,102,21.29,43,28,5.85,8.98,34,6.6277,14,2.9228,3,0.6263,15,3.1315,261.2,0.545303,AUD0238,Salesforce
CAM0095,26-02-2024,1735,1587,190,11.97,255,152,9.58,16.07,148,8.5303,16,1.0082,4,0.252,5,0.3151,48.57,0.030605,AUD0035,HubSpot
CAM0263,17-12-2024,5954,5358,2312,43.15,924,452,8.44,17.25,596,10.0101,3,0.056,11,0.2053,27,0.5039,413.88,0.077245,AUD0087,Klaviyo
CAM0207,08-08-2024,94224,78087,10792,13.82,6435,3472,4.45,8.24,16137,17.1262,1311,1.6789,603,0.7722,508,0.6506,4909.64,0.062874,AUD0167,Sendgrid
CAM0026,05-03-2024,3033,2450,454,18.53,377,150,6.12,15.39,583,19.2219,47,1.9184,14,0.5714,75,3.0612,1170.78,0.477869,AUD0046,Mailchimp
CAM0194,13-07-2024,70685,58142,14896,25.62,2921,1542,2.65,5.02,12543,17.7449,748,1.2865,753,1.2951,2458,4.2276,1563.28,0.026887,AUD0089,Salesforce
CAM0235,30-03-2024,38090,34190,14713,43.03,4326,2497,7.3,12.65,3900,10.2389,372,1.088,445,1.3016,179,0.5235,140.92,0.004122,AUD0222,Mailchimp
CAM0127,07-12-2024,85871,71722,38114,53.14,4263,1681,2.34,5.94,14149,16.477,487,0.679,429,0.5981,275,0.3834,5340.62,0.074463,AUD0155,HubSpot
CAM0071,24-07-2024,16430,14195,1416,9.98,3108,1410,9.93,21.9,2235,13.6032,326,2.2966,118,0.8313,580,4.0859,3225.87,0.227254,AUD0138,Mailchimp
CAM0261,06-12-2024,87843,77434,21855,28.22,8614,3642,4.7,11.12,10409,11.8495,190,0.2454,722,0.9324,273,0.3526,3213.82,0.041504,AUD0193,Mailchimp
CAM0239,29-06-2024,3487,3242,1843,56.85,360,306,9.44,11.1,245,7.0261,6,0.1851,5,0.1542,93,2.8686,587.27,0.181144,AUD0208,HubSpot
CAM0193,21-01-2024,2878,2485,204,8.21,331,231,9.3,13.32,393,13.6553,27,1.0865,36,1.4487,108,4.3461,1420.33,0.571561,AUD0153,HubSpot
CAM0276,24-06-2024,101011,84392,41058,48.65,3819,2683,3.18,4.53,16619,16.4527,1904,2.2561,149,0.1766,2745,3.2527,13262.64,0.157155,AUD0095,Sendgrid
CAM0298,16-10-2024,4987,4199,2203,52.46,318,221,5.26,7.57,788,15.8011,3,0.0714,57,1.3575,26,0.6192,317.55,0.075625,AUD0026,Mailchimp
CAM0022,19-01-2024,10277,9814,2399,24.44,339,262,2.67,3.45,463,4.5052,111,1.131,11,0.1121,302,3.0772,2298.89,0.234246,AUD0098,Klaviyo
CAM0175,10-09-2024,18524,18388,8147,44.31,2065,798,4.34,11.23,136,0.7342,134,0.7287,239,1.2998,106,0.5765,735.1,0.039977,AUD0094,HubSpot
CAM0103,30-06-2024,5576,5008,644,12.86,475,180,3.59,9.48,568,10.1865,132,2.6358,21,0.4193,157,3.135,873.19,0.174359,AUD0199,Sendgrid
CAM0135,13-07-2024,20877,18486,9363,50.65,2070,1120,6.06,11.2,2391,11.4528,532,2.8779,90,0.4869,75,0.4057,530.3,0.028687,AUD0235,Salesforce
CAM0296,17-09-2024,24894,23511,12446,52.94,1074,423,1.8,4.57,1383,5.5556,640,2.7221,320,1.3611,632,2.6881,1529.67,0.065062,AUD0133,Sendgrid
CAM0264,07-09-2024,4337,3935,1880,47.78,245,205,5.21,6.23,402,9.2691,44,1.1182,9,0.2287,26,0.6607,337.22,0.085698,AUD0199,Klaviyo
CAM0295,10-02-2024,15634,12734,5881,46.18,136,86,0.68,1.07,2900,18.5493,116,0.9109,145,1.1387,518,4.0678,3994.47,0.313685,AUD0004,HubSpot
CAM0215,21-05-2024,37224,32418,10391,32.05,1024,597,1.84,3.16,4806,12.911,438,1.3511,16,0.0494,126,0.3887,2094.72,0.064616,AUD0111,Salesforce
CAM0265,24-05-2024,61297,49426,13830,27.98,3420,1484,3,6.92,11871,19.3664,799,1.6166,477,0.9651,199,0.4026,2678.4,0.05419,AUD0170,HubSpot
CAM0256,12-03-2024,8521,7043,2345,33.3,349,240,3.41,4.96,1478,17.3454,6,0.0852,20,0.284,35,0.4969,578.06,0.082076,AUD0147,Sendgrid
CAM0001,08-08-2024,20273,18006,4477,24.86,1191,875,4.86,6.61,2267,11.1824,35,0.1944,152,0.8442,485,2.6935,7530.24,0.418207,AUD0139,HubSpot
CAM0105,11-11-2024,6962,6456,1868,28.93,232,122,1.89,3.59,506,7.268,108,1.6729,80,1.2392,290,4.4919,2682.37,0.415485,AUD0077,Klaviyo
CAM0269,02-08-2024,14544,12128,1035,8.53,1424,812,6.7,11.74,2416,16.6117,80,0.6596,87,0.7173,240,1.9789,4027.03,0.332044,AUD0049,Mailchimp
CAM0221,22-09-2024,14034,13792,2596,18.82,2236,787,5.71,16.21,242,1.7244,200,1.4501,143,1.0368,381,2.7625,1122.01,0.081352,AUD0166,HubSpot
CAM0191,26-06-2024,35169,30692,10498,34.2,1698,1538,5.01,5.53,4477,12.73,826,2.6913,320,1.0426,202,0.6582,2137.51,0.069644,AUD0223,Klaviyo
CAM0006,21-07-2024,633,628,243,38.69,18,17,2.71,2.87,5,0.7899,6,0.9554,3,0.4777,15,2.3885,9.26,0.014745,AUD0238,Mailchimp
CAM0027,16-04-2024,3829,3552,2027,57.07,284,221,6.22,8,277,7.2343,22,0.6194,22,0.6194,71,1.9989,1288.2,0.362669,AUD0007,Sendgrid
CAM0064,16-02-2024,59400,51811,11078,21.38,417,302,0.58,0.8,7589,12.7761,1028,1.9841,253,0.4883,1562,3.0148,23221.53,0.448197,AUD0212,Sendgrid
CAM0290,12-12-2024,33280,30218,9698,32.09,3699,2191,7.25,12.24,3062,9.2007,156,0.5162,385,1.2741,1022,3.3821,17702.85,0.585838,AUD0100,Sendgrid
CAM0234,12-01-2024,32119,30792,10901,35.4,795,584,1.9,2.58,1327,4.1315,206,0.669,187,0.6073,1250,4.0595,11726.39,0.380826,AUD0013,Salesforce
CAM0280,25-03-2024,3879,3175,1419,44.69,155,68,2.14,4.88,704,18.149,46,1.4488,5,0.1575,63,1.9843,602.49,0.189761,AUD0074,Mailchimp
CAM0093,31-12-2024,24813,22828,7643,33.48,4197,1429,6.26,18.39,1985,7.9998,83,0.3636,58,0.2541,148,0.6483,528.88,0.023168,AUD0158,Sendgrid
CAM0298,21-05-2024,24876,20013,4392,21.95,2477,1150,5.75,12.38,4863,19.549,147,0.7345,113,0.5646,144,0.7195,2418.21,0.120832,AUD0105,Mailchimp
CAM0084,18-12-2024,19459,15210,5839,38.39,1705,1241,8.16,11.21,4249,21.8357,410,2.6956,170,1.1177,682,4.4839,13426.51,0.882742,AUD0164,Mailchimp
CAM0067,25-04-2024,52582,47227,6127,12.97,7092,4629,9.8,15.02,5355,10.1841,969,2.0518,193,0.4087,1906,4.0358,3203.46,0.067831,AUD0180,Salesforce
CAM0120,07-03-2024,72113,56639,6635,11.71,7717,2782,4.91,13.62,15474,21.458,60,0.1059,187,0.3302,424,0.7486,3519.71,0.062143,AUD0216,Klaviyo
CAM0247,06-04-2024,25930,22709,11010,48.48,4809,2029,8.93,21.18,3221,12.4219,641,2.8227,100,0.4404,88,0.3875,361.03,0.015898,AUD0170,Salesforce
CAM0182,25-11-2024,109962,96618,20480,21.2,6573,3050,3.16,6.8,13344,12.1351,2479,2.5658,1252,1.2958,2888,2.9891,33161.25,0.34322,AUD0239,Klaviyo
CAM0096,26-09-2024,58643,51203,10530,20.57,6148,2956,5.77,12.01,7440,12.6869,1472,2.8748,29,0.0566,1471,2.8729,27401.42,0.535153,AUD0205,HubSpot
CAM0123,19-09-2024,34593,27435,14762,53.81,3876,1742,6.35,14.13,7158,20.692,812,2.9597,135,0.4921,168,0.6124,801.39,0.02921,AUD0089,Salesforce
CAM0252,27-05-2024,10407,8620,2760,32.02,432,172,2,5.01,1787,17.1711,50,0.58,111,1.2877,192,2.2274,2239.78,0.259835,AUD0174,Mailchimp
CAM0068,07-10-2024,6850,5670,2376,41.9,480,189,3.33,8.47,1180,17.2263,139,2.4515,5,0.0882,38,0.6702,551.43,0.097254,AUD0046,Salesforce
CAM0172,16-01-2024,59818,51739,13047,25.22,3004,1102,2.13,5.81,8079,13.506,869,1.6796,239,0.4619,2296,4.4377,27478.96,0.531107,AUD0112,Mailchimp
CAM0040,01-02-2024,17852,16317,6621,40.58,1257,660,4.04,7.7,1535,8.5985,8,0.049,210,1.287,485,2.9724,7960.43,0.487861,AUD0196,Klaviyo
CAM0200,25-06-2024,55379,52103,31091,59.67,10744,3990,7.66,20.62,3276,5.9156,59,0.1132,39,0.0749,952,1.8272,13746.82,0.263839,AUD0112,Sendgrid
CAM0254,22-04-2024,7268,6551,3393,51.79,151,139,2.12,2.3,717,9.8652,39,0.5953,8,0.1221,183,2.7935,3036.51,0.463519,AUD0081,Sendgrid
CAM0089,06-08-2024,39728,38522,7853,20.39,472,311,0.81,1.23,1206,3.0356,669,1.7367,23,0.0597,154,0.3998,2775.95,0.072061,AUD0151,Mailchimp
CAM0290,10-01-2024,23339,23007,4798,20.85,1437,493,2.14,6.25,332,1.4225,177,0.7693,25,0.1087,509,2.2124,3969.01,0.172513,AUD0139,Sendgrid
CAM0276,03-09-2024,85955,81928,21211,25.89,9797,7985,9.75,11.96,4027,4.685,2179,2.6597,284,0.3466,2221,2.7109,15340.3,0.187241,AUD0112,Sendgrid
CAM0083,04-12-2024,90015,87580,17300,19.75,7644,3806,4.35,8.73,2435,2.7051,1476,1.6853,739,0.8438,3220,3.6766,14679.82,0.167616,AUD0021,Sendgrid
CAM0125,24-01-2024,6845,6450,1339,20.76,902,568,8.81,13.98,395,5.7706,50,0.7752,88,1.3643,36,0.5581,110.85,0.017186,AUD0030,Sendgrid
CAM0096,16-12-2024,35719,28065,10480,37.34,6341,2114,7.53,22.59,7654,21.4284,204,0.7269,55,0.196,1237,4.4076,7118.42,0.25364,AUD0166,HubSpot
CAM0122,29-12-2024,18209,14557,7823,53.74,389,152,1.04,2.67,3652,20.056,329,2.2601,86,0.5908,103,0.7076,1280.16,0.087941,AUD0185,Salesforce
CAM0129,20-02-2024,40790,32990,3607,10.93,1795,612,1.86,5.44,7800,19.1223,407,1.2337,40,0.1212,167,0.5062,1998.32,0.060574,AUD0188,Salesforce
CAM0106,09-02-2024,5052,4114,2268,55.13,372,170,4.13,9.04,938,18.5669,107,2.6009,39,0.948,22,0.5348,397.82,0.096699,AUD0077,Mailchimp
CAM0097,23-05-2024,1900,1736,858,49.42,142,105,6.05,8.18,164,8.6316,23,1.3249,18,1.0369,35,2.0161,271.65,0.15648,AUD0163,Mailchimp
CAM0258,12-06-2024,95205,82463,47083,57.1,11007,7110,8.62,13.35,12742,13.3838,816,0.9895,828,1.0041,2616,3.1723,48127.3,0.583623,AUD0008,HubSpot
CAM0252,01-08-2024,17006,14665,8015,54.65,283,270,1.84,1.93,2341,13.7657,275,1.8752,27,0.1841,584,3.9823,2894.94,0.197405,AUD0209,Mailchimp
CAM0182,25-02-2024,1091,984,159,16.16,152,74,7.52,15.45,107,9.8075,8,0.813,12,1.2195,24,2.439,101.41,0.103059,AUD0243,Klaviyo
CAM0133,09-03-2024,92925,74597,19693,26.4,3334,2004,2.69,4.47,18328,19.7234,59,0.0791,112,0.1501,294,0.3941,4572.26,0.061293,AUD0043,HubSpot
CAM0075,04-09-2024,7077,6405,862,13.46,472,176,2.75,7.37,672,9.4955,100,1.5613,42,0.6557,273,4.2623,2590.61,0.404467,AUD0050,Salesforce
CAM0018,04-12-2024,9652,8070,3186,39.48,326,137,1.7,4.04,1582,16.3904,63,0.7807,16,0.1983,356,4.4114,3660.93,0.453647,AUD0033,Mailchimp
CAM0006,15-08-2024,31467,29335,6227,21.23,3893,2370,8.08,13.27,2132,6.7754,821,2.7987,348,1.1863,995,3.3919,14776.84,0.503727,AUD0170,Mailchimp
CAM0218,18-01-2024,1473,1244,450,36.17,119,64,5.14,9.57,229,15.5465,23,1.8489,15,1.2058,29,2.3312,132.67,0.106648,AUD0117,Salesforce
CAM0264,09-02-2024,31233,29448,11373,38.62,5405,2906,9.87,18.35,1785,5.7151,97,0.3294,385,1.3074,213,0.7233,795.69,0.02702,AUD0005,Klaviyo
CAM0251,06-08-2024,61746,57672,24572,42.61,8598,5548,9.62,14.91,4074,6.598,1531,2.6547,292,0.5063,303,0.5254,4786.06,0.082988,AUD0012,Klaviyo
CAM0024,15-08-2024,96869,86539,15567,17.99,8741,6506,7.52,10.1,10330,10.6639,2021,2.3354,910,1.0515,3218,3.7186,31593.06,0.365073,AUD0123,Sendgrid
CAM0183,10-12-2024,2156,2047,182,8.89,195,109,5.32,9.53,109,5.0557,8,0.3908,18,0.8793,46,2.2472,296.71,0.144949,AUD0048,Klaviyo
CAM0272,01-02-2024,28904,27903,11484,41.16,1718,984,3.53,6.16,1001,3.4632,660,2.3653,165,0.5913,920,3.2971,3556.69,0.127466,AUD0078,Salesforce
CAM0248,20-05-2024,28994,24799,11719,47.26,2353,1380,5.56,9.49,4195,14.4685,594,2.3953,347,1.3992,119,0.4799,1815.96,0.073227,AUD0221,Mailchimp
CAM0105,30-12-2024,2956,2589,950,36.69,148,59,2.28,5.72,367,12.4154,68,2.6265,25,0.9656,52,2.0085,985,0.380456,AUD0220,Klaviyo
CAM0085,16-08-2024,104429,85103,47612,55.95,2417,1130,1.33,2.84,19326,18.5064,481,0.5652,23,0.027,1562,1.8354,22168.26,0.260487,AUD0203,Mailchimp
CAM0209,11-05-2024,27861,24094,12344,51.23,1440,1135,4.71,5.98,3767,13.5207,295,1.2244,96,0.3984,974,4.0425,6995.73,0.290352,AUD0051,HubSpot
CAM0172,05-03-2024,3948,3896,1043,26.77,103,91,2.34,2.64,52,1.3171,98,2.5154,37,0.9497,72,1.848,361.17,0.092703,AUD0058,Mailchimp
CAM0044,22-03-2024,10313,8154,3875,47.52,724,486,5.96,8.88,2159,20.9347,187,2.2934,66,0.8094,30,0.3679,108.79,0.013342,AUD0016,HubSpot
CAM0270,11-01-2024,61275,49028,28132,57.38,3461,1280,2.61,7.06,12247,19.9869,1029,2.0988,311,0.6343,910,1.8561,9839.92,0.2007,AUD0016,Salesforce
CAM0058,19-12-2024,60977,53931,5359,9.94,4173,2318,4.3,7.74,7046,11.5552,1496,2.7739,606,1.1237,2180,4.0422,3423.5,0.063479,AUD0059,Mailchimp
CAM0143,30-07-2024,57637,55741,15790,28.33,2943,1435,2.57,5.28,1896,3.2896,1572,2.8202,14,0.0251,310,0.5561,1534.89,0.027536,AUD0047,Salesforce
CAM0024,07-01-2024,1210,995,298,29.95,87,47,4.72,8.74,215,17.7686,4,0.402,3,0.3015,20,2.0101,393.39,0.395367,AUD0048,Sendgrid
CAM0053,04-08-2024,3747,3556,496,13.95,604,234,6.58,16.99,191,5.0974,28,0.7874,38,1.0686,156,4.387,989.6,0.27829,AUD0168,Salesforce
